genes	predicted_functions
phf12	uberon_0002103:4.80266188527e-05
phf13	uberon_0002103:0.578416342253
tarsl2	uberon_0002103:0.788438370711
myh10	uberon_0002103:44.216268793
tg(col1a1-fgf2*,-sapphire)308mmh	uberon_0002103:0.0375513831796
klk1	uberon_0002103:34.1705745713
pgp	uberon_0002103:0.225308299078
klk4	uberon_0002103:0.306280528759
vezf1	uberon_0002103:5.32734243642
klk6	uberon_0002103:0.0751027663593
mtrr	uberon_0002103:0.938784579491
klk8	uberon_0002103:1.50205532719
lamtor5	uberon_0002103:0.0430312362457
aars2	uberon_0002103:0.357261757515
lamtor1	uberon_0002103:0.0430312362457
lamtor2	uberon_0002103:0.0923414422684
lamp2	uberon_0002103:6.20028618865
spef1	uberon_0002103:0.0375513831796
tril	uberon_0002103:2.66367121821
nr0b2	uberon_0002103:14.444554578
spef2	uberon_0002103:0.338615915348
chi3l4	uberon_0002103:11.3901915238
marveld3	uberon_0002103:0.0375513831796
hamp	uberon_0002103:21.3093697457
opalin	uberon_0002103:0.0375513831796
fktn	uberon_0002103:6.09676612945
ncs1	uberon_0002103:0.310758407222
oprm1	uberon_0002103:0.00826503109839
vtcn1	uberon_0002103:0.427874901286
nod1	uberon_0002103:0.0115334247775
del(7)tyr<c-6h>	uberon_0002103:0.225308299078
mettl21a	uberon_0002103:0.150205532719
nod2	uberon_0002103:9.51128376875
pcyts2	uberon_0002103:0.262859682258
pcyts1	uberon_0002103:0.0375513831796
nnt	uberon_0002103:3.20464155215
cmklr1	uberon_0002103:1.62918325479
pcyts6	uberon_0002103:0.0751027663593
pcyts4	uberon_0002103:0.0375513831796
rspo3	uberon_0002103:7.32930283661
b3gnt5	uberon_0002103:0.863681813132
b3gnt6	uberon_0002103:0.230129141331
gm4535	uberon_0002103:0.187756915898
msl1	uberon_0002103:0.337962448617
msl2	uberon_0002103:0.187756915898
rspo4	uberon_0002103:0.669798057722
del(2)pax6<11neu>	uberon_0002103:0.0375513831796
psen1	uberon_0002103:133.975090771
b3gnt8	uberon_0002103:0.375513831796
ng	uberon_0002103:0.0375513831796
skap2	uberon_0002103:0.525719364515
2410001c21rik	uberon_0002103:0.0375513831796
nr	uberon_0002103:0.0375513831796
mfn1	uberon_0002103:1.27674702811
kcnv2	uberon_0002103:0.150205532719
kcnv1	uberon_0002103:0.150205532719
taar5	uberon_0002103:0.413065214976
them4	uberon_0002103:0.788579046773
ifnk	uberon_0002103:1.18846756122
ccdc73	uberon_0002103:0.0375513831796
fdps	uberon_0002103:0.109135705074
rnf185	uberon_0002103:0.450616598156
ifne	uberon_0002103:1.18846756122
sumo2	uberon_0002103:0.772476501177
rnf181	uberon_0002103:0.300411065437
gins4	uberon_0002103:1.12654149539
ccdc78	uberon_0002103:0.0751027663593
rapsn	uberon_0002103:9.98209818896
alg9	uberon_0002103:0.413065214976
tg(pcp2-fmr1*)1dln	uberon_0002103:1.42695256083
ifi47	uberon_0002103:0.0569391332879
siglech	uberon_0002103:0.300411065437
ifi44	uberon_0002103:0.0020662577746
ppp2r2a	uberon_0002103:2.24468400808
prkci	uberon_0002103:11.423847416
prkch	uberon_0002103:13.2618592809
maml2	uberon_0002103:0.536643174781
maml3	uberon_0002103:0.536643174781
ccdc3	uberon_0002103:0.150205532719
prkca	uberon_0002103:20.2713991718
prkcb	uberon_0002103:9.95870438298
prkce	uberon_0002103:9.49850027188
prkcd	uberon_0002103:60.1476801058
prkcg	uberon_0002103:0.686243929345
gm21883	uberon_0002103:0.187756915898
bambi	uberon_0002103:73.3706943804
tcp10c	uberon_0002103:0.0751027663593
tg(rho)1wbae	uberon_0002103:2.29063437396
gm1959	uberon_0002103:0.0231308629172
1700009n14rik	uberon_0002103:0.788438370711
prkcq	uberon_0002103:20.9496779289
tg(mmtv-myc*t58a)ta39jrn	uberon_0002103:1.76491500944
msln	uberon_0002103:0.0375513831796
nadk2	uberon_0002103:0.525719364515
siglecf	uberon_0002103:0.713476280413
myh15	uberon_0002103:0.115064570666
rgsc45	uberon_0002103:0.713476280413
q9d890_mouse	uberon_0002103:0.0375513831796
tubb6	uberon_0002103:0.230129141331
smarcal1	uberon_0002103:0.211209939135
tubb5	uberon_0002103:0.171771961699
tubb3	uberon_0002103:15.7167886605
scgb2b2	uberon_0002103:0.0375513831796
tubb1	uberon_0002103:0.0676746181719
dync1li1	uberon_0002103:1.95267192534
prm2	uberon_0002103:1.72736362626
tbx15	uberon_0002103:27.9575199512
tsed	uberon_0002103:0.167809765056
tbx19	uberon_0002103:31.452410933
hstyxb	uberon_0002103:0.833990443594
ppp2r2c	uberon_0002103:0.105804017203
plin4	uberon_0002103:1.03853158328
rpl36-ps3	uberon_0002103:4.42817933934
gls001	uberon_0002103:1.31429841129
tg(cag-egfp,-dsred2/rnai:tardbp)6zxu	uberon_0002103:0.187756915898
scube3	uberon_0002103:20.9687934301
zkscan16	uberon_0002103:0.0751027663593
cd9	uberon_0002103:0.147329008488
mctp1	uberon_0002103:0.0751027663593
blzf1	uberon_0002103:0.262859682258
gtse1	uberon_0002103:0.696919282692
wars2	uberon_0002103:0.762118045285
dync1li2	uberon_0002103:0.00211764948687
eno1	uberon_0002103:1.33922208521
eno2	uberon_0002103:19.4765582828
eno3	uberon_0002103:0.236629872596
eno4	uberon_0002103:1.82681601816
pnpo	uberon_0002103:0.413065214976
ppp2r2b	uberon_0002103:0.445052394496
mctp2	uberon_0002103:0.0375513831796
tfdp2	uberon_0002103:0.036593044261
prtn3	uberon_0002103:2.25308299078
lsmd1	uberon_0002103:0.300411065437
olfr1199	uberon_0002103:19.3765137207
klhl12	uberon_0002103:1.99022330852
klhl13	uberon_0002103:0.262859682258
klhl14	uberon_0002103:0.0375513831796
del(2hoxd10)13ddu	uberon_0002103:18.3426735951
glmp	uberon_0002103:0.112654149539
klhl17	uberon_0002103:0.0375513831796
klhl18	uberon_0002103:0.150205532719
atp6v1e1	uberon_0002103:0.073186088522
dnalc4	uberon_0002103:0.073186088522
olfr1193	uberon_0002103:19.3765137207
pds5a	uberon_0002103:1.20164426175
olfr1195	uberon_0002103:19.3765137207
kitl	uberon_0002103:188.306388933
dnalc1	uberon_0002103:0.0142140792158
olfm3	uberon_0002103:0.230129141331
olfm2	uberon_0002103:0.113365475906
olfm1	uberon_0002103:0.13767280937
reg3g	uberon_0002103:0.0751027663593
glmn	uberon_0002103:0.0461707211342
micalcl	uberon_0002103:0.0751027663593
abra	uberon_0002103:0.0751027663593
abcc12	uberon_0002103:0.0375513831796
in(11trp53;11wnt3)8brd	uberon_0002103:0.0375513831796
abcc10	uberon_0002103:1.29687106137
j3kms3_mouse	uberon_0002103:1.62918325479
neurod2	uberon_0002103:0.150205532719
nt5c3l	uberon_0002103:3.60493278525
neurod1	uberon_0002103:3.41151829787
neurod4	uberon_0002103:1.08899011221
mob1a	uberon_0002103:1.12654149539
reg3b	uberon_0002103:0.0375513831796
rab38	uberon_0002103:0.536643174781
plekhh2	uberon_0002103:0.0751027663593
gng4	uberon_0002103:0.219558265566
hist2h2bb	uberon_0002103:0.818224940538
pex11b	uberon_0002103:0.959098829523
tg(pbsn-sfrp1)1pcma	uberon_0002103:0.600822130874
edar	uberon_0002103:128.621355535
prrx1	uberon_0002103:404.368010945
best2	uberon_0002103:0.000573559393618
best1	uberon_0002103:0.52092612716
dub2a	uberon_0002103:0.375513831796
irgm2	uberon_0002103:0.677231830695
sass6	uberon_0002103:13.9787599756
tg(ckm-syne2)1rexu	uberon_0002103:0.262859682258
cebpb	uberon_0002103:63.5700634761
cebpa	uberon_0002103:43.4105858718
h13	uberon_0002103:0.600822130874
nusap1	uberon_0002103:0.820345418556
fhit	uberon_0002103:0.833990443594
mob1b	uberon_0002103:1.12654149539
ccl11	uberon_0002103:0.116666654291
olfr1226	uberon_0002103:19.3765137207
olfr1225	uberon_0002103:19.3765137207
olfr1222	uberon_0002103:19.3765137207
olfr1223	uberon_0002103:19.3765137207
olfr1220	uberon_0002103:19.3765137207
olfr1221	uberon_0002103:19.3765137207
chst9	uberon_0002103:2.66367121821
chst8	uberon_0002103:0.0751027663593
itga10	uberon_0002103:212.636003028
itga11	uberon_0002103:69.8353786017
rabep2	uberon_0002103:0.225308299078
slc36a1	uberon_0002103:0.0751027663593
pedc	uberon_0002103:0.0375513831796
rabep1	uberon_0002103:0.638373514054
pml	uberon_0002103:2.37693512243
cebpz	uberon_0002103:3.83024108432
chst3	uberon_0002103:34.946899939
chst2	uberon_0002103:0.536643174781
chst5	uberon_0002103:0.337962448617
mapk8ip1	uberon_0002103:0.0461707211342
mapk8ip2	uberon_0002103:0.195804201934
mapk8ip3	uberon_0002103:3.72198762299
hscb	uberon_0002103:0.938784579491
cdh10	uberon_0002103:0.115064570666
cdh13	uberon_0002103:0.0231308629172
cdh12	uberon_0002103:0.115064570666
cdh15	uberon_0002103:4.90515361648
cdh17	uberon_0002103:1.91819765905
cdh16	uberon_0002103:31.6195575026
adam24	uberon_0002103:0.375513831796
cdh18	uberon_0002103:0.115064570666
ccl17	uberon_0002103:0.234015930557
ey3	uberon_0002103:0.450616598156
tg(myh6-erbb2)6kaga	uberon_0002103:0.0375513831796
gm6251	uberon_0002103:4.78084984587
fam126b	uberon_0002103:0.0375513831796
lt	uberon_0002103:0.337962448617
tg(teto-mycn,-luc)#waw	uberon_0002103:0.112654149539
ecd	uberon_0002103:0.0751027663593
cdk5	uberon_0002103:10.6835589269
olfr901	uberon_0002103:0.375513831796
olfr902	uberon_0002103:0.375513831796
olfr905	uberon_0002103:0.375513831796
olfr904	uberon_0002103:0.375513831796
phlda3	uberon_0002103:0.0375513831796
phlda2	uberon_0002103:0.525719364515
gm5459	uberon_0002103:4.63952899818
svil	uberon_0002103:0.525719364515
tagap	uberon_0002103:0.115064570666
cep120	uberon_0002103:9.61549982283
rabepk	uberon_0002103:0.427874901286
gjc3	uberon_0002103:0.150205532719
bmca	uberon_0002103:0.300411065437
vps37c	uberon_0002103:0.00727209547848
phf8	uberon_0002103:0.225308299078
svip	uberon_0002103:0.337962448617
hmcn2	uberon_0002103:0.0751027663593
park2	uberon_0002103:10.9761876932
six3	uberon_0002103:41.8156831206
phf2	uberon_0002103:11.6451191955
aqp11	uberon_0002103:0.413065214976
aqp12	uberon_0002103:0.638373514054
phf1	uberon_0002103:0.427874901286
pou1f1	uberon_0002103:19.1605939659
dlec1	uberon_0002103:0.0751027663593
tg(igf1)1hys	uberon_0002103:0.262859682258
ngb	uberon_0002103:2.0671707558
fshb	uberon_0002103:12.3044733735
cspp1	uberon_0002103:0.0751027663593
lr	uberon_0002103:1.53960671037
fshr	uberon_0002103:29.3252985862
hpw1	uberon_0002103:0.600822130874
tpgs2	uberon_0002103:0.0751027663593
gm14484	uberon_0002103:0.938784579491
ptplad1	uberon_0002103:0.187756915898
tgfbrap1	uberon_0002103:0.300411065437
fam178a	uberon_0002103:0.0375513831796
scai	uberon_0002103:0.0751027663593
sox30	uberon_0002103:0.0375513831796
krtap7-1	uberon_0002103:0.112654149539
nt5m	uberon_0002103:3.64248416843
rasgrp3	uberon_0002103:0.189123235117
dnajc5b	uberon_0002103:1.73409986696
gjb3	uberon_0002103:0.488167981335
tg(mmtvneu)202mul	uberon_0002103:1.76491500944
gm20441	uberon_0002103:1.37042966119
gpr21	uberon_0002103:0.112654149539
hsp90b1	uberon_0002103:7.02019849099
tmcc1	uberon_0002103:0.112654149539
chi3l7	uberon_0002103:11.3901915238
hypn2	uberon_0002103:0.375513831796
sema3b	uberon_0002103:0.413065214976
chi3l3	uberon_0002103:9.61549982283
rgsc677	uberon_0002103:0.488167981335
kprp	uberon_0002103:0.225308299078
hsp90aa1	uberon_0002103:43.8552368136
apbb3	uberon_0002103:0.0751027663593
atp6v0d1	uberon_0002103:0.0645468543686
cers6	uberon_0002103:7.4284542333
srek1	uberon_0002103:0.375513831796
ptgfr	uberon_0002103:1.20369030607
phex	uberon_0002103:385.864066605
cers2	uberon_0002103:14.6555417854
rasgrp4	uberon_0002103:0.033837309086
triobp	uberon_0002103:0.383490786309
cers1	uberon_0002103:8.14591627393
ddx11	uberon_0002103:0.757704749312
preb	uberon_0002103:0.059987543249
msn	uberon_0002103:4.19447433318
bzrap1	uberon_0002103:0.563270747695
b3galtl	uberon_0002103:2.0671707558
tg(ins1-kcnj11*)#nich	uberon_0002103:0.300411065437
msc	uberon_0002103:0.0375513831796
prep	uberon_0002103:0.375513831796
rpl39	uberon_0002103:4.42817933934
doc2a	uberon_0002103:0.225308299078
lce1f	uberon_0002103:0.262859682258
doc2b	uberon_0002103:0.450616598156
s6k2	uberon_0002103:2.99003406619
gm8975	uberon_0002103:0.337962448617
nanos1	uberon_0002103:0.112654149539
nanos3	uberon_0002103:2.96655927119
nanos2	uberon_0002103:0.0426422376475
zbtb4	uberon_0002103:0.833990443594
olfr1065	uberon_0002103:0.375513831796
olfr765	uberon_0002103:19.3765137207
olfr767	uberon_0002103:19.3765137207
washc5	uberon_0002103:0.375513831796
nhlh2	uberon_0002103:6.09676612945
nhlh1	uberon_0002103:0.150205532719
gm4705	uberon_0002103:5.75106624285
olfr769	uberon_0002103:0.375513831796
iqsec3	uberon_0002103:10.5413772566
cpvl	uberon_0002103:7.02758483771
b3galt4	uberon_0002103:2.66367121821
b3galt5	uberon_0002103:0.0825365393326
vamp3	uberon_0002103:2.4581551415
iqsec2	uberon_0002103:0.150205532719
vamp5	uberon_0002103:1.57715809355
b3galt1	uberon_0002103:0.488167981335
bulb4	uberon_0002103:0.488167981335
atp5g3	uberon_0002103:0.492679488046
mobq4	uberon_0002103:1.68981224308
pdpr	uberon_0002103:0.788579046773
lax1	uberon_0002103:1.31429841129
ube1y1	uberon_0002103:0.696919282692
cyp27b1	uberon_0002103:389.115877819
gm8618	uberon_0002103:7.40145508168
pla2g4c	uberon_0002103:1.88233046769
zfp791	uberon_0002103:0.0375513831796
pla2g4a	uberon_0002103:0.172124944983
nit2	uberon_0002103:1.20164426175
1700123l14rik	uberon_0002103:1.30365012581
pla2g4e	uberon_0002103:1.98657862685
pla2g4d	uberon_0002103:1.98657862685
soat2	uberon_0002103:1.01388734585
10090.ensmusp00000038961	uberon_0002103:0.607624937991
mgb	uberon_0002103:0.0375513831796
mobq5	uberon_0002103:1.35184979447
hmgb2	uberon_0002103:0.269647692101
hmgb1	uberon_0002103:0.33014615733
hmgb4	uberon_0002103:3.51379241886
gpr125	uberon_0002103:1.03853158328
gpr123	uberon_0002103:6.9893799878
tsen54	uberon_0002103:0.112654149539
nsmce2	uberon_0002103:2.17798022442
gdf10	uberon_0002103:4.68206875512
4921508m14rik	uberon_0002103:0.112654149539
prap1	uberon_0002103:0.0375513831796
gpr128	uberon_0002103:0.0375513831796
gm962	uberon_0002103:0.413065214976
cyp3a44	uberon_0002103:0.00451907174328
palb2	uberon_0002103:2.0277746917
olfr849	uberon_0002103:19.3765137207
srbd1	uberon_0002103:0.833990443594
mrln	uberon_0002103:1.29687106137
usp29	uberon_0002103:0.0751027663593
whll	uberon_0002103:3.45472725253
rubie	uberon_0002103:0.112654149539
usp26	uberon_0002103:0.187756915898
usp25	uberon_0002103:0.751027663593
usp24	uberon_0002103:0.155379203611
usp22	uberon_0002103:1.61556638925
usp21	uberon_0002103:0.751027663593
usp20	uberon_0002103:0.675924897234
lamb	uberon_0002103:3.45472725253
ric8a	uberon_0002103:0.0566827379532
slbp	uberon_0002103:0.638373514054
slc25a18	uberon_0002103:0.0751027663593
tmprss2	uberon_0002103:0.675924897234
glp1r	uberon_0002103:8.81598662939
tmprss4	uberon_0002103:0.0751027663593
gapdhs	uberon_0002103:0.611295678521
tmprss6	uberon_0002103:5.80859527036
tmprss7	uberon_0002103:0.0375513831796
spns1	uberon_0002103:0.413065214976
slc7a5	uberon_0002103:1.12654149539
asdq2	uberon_0002103:0.262859682258
hdgfrp2	uberon_0002103:0.0375513831796
hdgfrp3	uberon_0002103:0.0375513831796
antxr1	uberon_0002103:45.560766095
wdtc1	uberon_0002103:16.2879423295
antxr2	uberon_0002103:0.0375513831796
trmt5	uberon_0002103:0.150205532719
pax5	uberon_0002103:37.5963699229
trex2	uberon_0002103:0.0751027663593
pax7	uberon_0002103:176.895135998
pax6	uberon_0002103:199.317501212
pax1	uberon_0002103:117.680824779
tsen2	uberon_0002103:0.187756915898
mdh1	uberon_0002103:0.101511927258
spg7	uberon_0002103:1.18846756122
4933407h18rik	uberon_0002103:1.95267192534
pax9	uberon_0002103:176.895135998
pax8	uberon_0002103:137.536237443
sptlc3	uberon_0002103:0.0209673713139
dusp13	uberon_0002103:1.03853158328
tg(teto-mir184)#mnpy	uberon_0002103:0.563270747695
gria2	uberon_0002103:2.58625562037
gria3	uberon_0002103:0.250292999533
obsty5	uberon_0002103:1.87756915898
obsty4	uberon_0002103:1.68981224308
tg(amh-smad4)1tkw	uberon_0002103:1.16409287857
obsty2	uberon_0002103:0.0375513831796
gria4	uberon_0002103:0.360012945074
atg2a	uberon_0002103:0.536643174781
tmem109	uberon_0002103:0.0375513831796
rtn4ip1	uberon_0002103:0.187756915898
sf3a2	uberon_0002103:3.07921342073
tmem100	uberon_0002103:0.0751027663593
tmem107	uberon_0002103:22.7803830475
tg(igf1)1jdg	uberon_0002103:0.0375513831796
nbeal2	uberon_0002103:0.262859682258
eogt	uberon_0002103:0.0375513831796
il17d	uberon_0002103:1.01584774604
olfr1396	uberon_0002103:19.3765137207
il17f	uberon_0002103:5.19265791638
malrd1	uberon_0002103:0.0751027663593
cd180	uberon_0002103:0.696919282692
bhmt	uberon_0002103:1.38940117765
il17b	uberon_0002103:0.150205532719
olfr1465	uberon_0002103:19.0761026553
camk2d	uberon_0002103:6.51709047607
camk2g	uberon_0002103:3.05169803855
spns2	uberon_0002103:0.337962448617
olfr1466	uberon_0002103:19.3765137207
camk2b	uberon_0002103:1.4239126928
vtn	uberon_0002103:5.98006813238
tg(myh6-kcnq1_i2)h02desc	uberon_0002103:0.225308299078
olfr1395	uberon_0002103:0.375513831796
tmem41a	uberon_0002103:0.0375513831796
sphkap	uberon_0002103:0.0375513831796
nba8	uberon_0002103:0.976335962671
wnt8a	uberon_0002103:85.3078993933
dab2	uberon_0002103:4.1541263331
dab1	uberon_0002103:10.3321197131
nba4	uberon_0002103:0.976335962671
rgsc362	uberon_0002103:0.113365475906
pxdn	uberon_0002103:4.80774991142
olfr1461	uberon_0002103:19.0761026553
boll	uberon_0002103:4.31840906566
dmrta1	uberon_0002103:0.563270747695
mcg_1036234	uberon_0002103:19.3765137207
cwc27	uberon_0002103:6.23352960782
apoc2	uberon_0002103:3.89061318411
fam120c	uberon_0002103:0.0375513831796
hlb521	uberon_0002103:0.0751027663593
synj2	uberon_0002103:0.70326794355
spink14	uberon_0002103:0.0375513831796
gm4461	uberon_0002103:0.413065214976
psme3	uberon_0002103:4.06339098417
ppip5k2	uberon_0002103:0.187756915898
rpl12-ps1	uberon_0002103:5.74226202073
sumf1	uberon_0002103:2.90429763518
rfx2	uberon_0002103:0.000573559393618
psme1	uberon_0002103:4.31182398737
pnoc	uberon_0002103:0.0700248044746
ccl3	uberon_0002103:7.5165707331
nceh1	uberon_0002103:0.300411065437
ccl1	uberon_0002103:0.52092612716
ccl6	uberon_0002103:1.28066595436
rsph4a	uberon_0002103:0.225308299078
ccl4	uberon_0002103:3.1583198039
ccl5	uberon_0002103:3.023115031
tmgc44	uberon_0002103:3.45472725253
gal	uberon_0002103:0.444471709545
tmgc46	uberon_0002103:3.45472725253
tmgc42	uberon_0002103:0.225308299078
grap	uberon_0002103:0.292538521101
10090.ensmusp00000095732	uberon_0002103:0.0375513831796
fyb	uberon_0002103:0.0119750402487
rapgefl1	uberon_0002103:0.0375513831796
slc25a12	uberon_0002103:0.0375513831796
tert	uberon_0002103:75.7904165721
nbas	uberon_0002103:0.234015930557
tbr1	uberon_0002103:0.236629872596
theg	uberon_0002103:0.488167981335
spink12	uberon_0002103:0.0751027663593
cts3	uberon_0002103:0.115064570666
lin28b	uberon_0002103:10.5413772566
lin28a	uberon_0002103:42.7373175856
gapt	uberon_0002103:0.751027663593
plaur	uberon_0002103:37.7193430158
afpq9	uberon_0002103:1.87756915898
pbx4	uberon_0002103:0.375513831796
q3ulr5_mouse	uberon_0002103:0.826130429952
rps26	uberon_0002103:5.54309718035
cyp2b10	uberon_0002103:0.530216791432
rps24	uberon_0002103:5.1637928512
rergl	uberon_0002103:2.66367121821
sik3	uberon_0002103:21.3093697457
rps20	uberon_0002103:7.08003442713
sha	uberon_0002103:0.0375513831796
plac8	uberon_0002103:0.225308299078
olfr304	uberon_0002103:19.3765137207
rpl39l	uberon_0002103:4.28772912041
rps28	uberon_0002103:6.099217492
rps29	uberon_0002103:7.18896161815
olfr1507	uberon_0002103:0.375513831796
olfr1506	uberon_0002103:0.375513831796
olfr1505	uberon_0002103:19.3765137207
cyp2b13	uberon_0002103:0.366307790624
ubxn8	uberon_0002103:0.0215156181229
olfr1502	uberon_0002103:19.3765137207
olfr1501	uberon_0002103:0.375513831796
olfr1500	uberon_0002103:19.3765137207
ubxn4	uberon_0002103:0.150205532719
lrtm1	uberon_0002103:11.3901915238
lrtm2	uberon_0002103:11.3901915238
ubxn7	uberon_0002103:0.00639839958706
ubxn1	uberon_0002103:0.563270747695
olfr1509	uberon_0002103:19.3765137207
pign	uberon_0002103:3.25836650957
olfr220	uberon_0002103:19.3765137207
olfr221	uberon_0002103:19.3765137207
olfr222	uberon_0002103:19.3765137207
olfr223	uberon_0002103:0.375513831796
olfr224	uberon_0002103:19.3765137207
olfr225	uberon_0002103:0.375513831796
ostm1	uberon_0002103:31.1478688729
uqcr10	uberon_0002103:3.45472725253
uqcr11	uberon_0002103:3.68003555161
vmn1r85	uberon_0002103:0.413065214976
shh	uberon_0002103:442.191051418
pck1	uberon_0002103:2.19382461107
hgsnat	uberon_0002103:0.112654149539
zfp384	uberon_0002103:0.0231308629172
casr	uberon_0002103:0.748705343133
b2b2025clo	uberon_0002103:0.0375513831796
vmn1r89	uberon_0002103:0.187756915898
vmn1r88	uberon_0002103:0.150205532719
tg(ins1-gas)1sbr	uberon_0002103:0.751027663593
surf2	uberon_0002103:0.112654149539
bub1	uberon_0002103:2.24118967122
bub3	uberon_0002103:7.99844461726
dpyd	uberon_0002103:0.529020086015
nedd9	uberon_0002103:4.83819490301
dpys	uberon_0002103:0.976335962671
olfr750	uberon_0002103:19.3765137207
10090.ensmusp00000126567	uberon_0002103:0.464790723703
pbx3	uberon_0002103:28.8600385163
arhgap25	uberon_0002103:0.0215156181229
rtcb	uberon_0002103:0.600822130874
gusb	uberon_0002103:46.7236010235
ddah1	uberon_0002103:0.0751027663593
ddah2	uberon_0002103:0.0375513831796
defcr20	uberon_0002103:0.150205532719
bptf	uberon_0002103:2.40097926385
olfr598	uberon_0002103:0.375513831796
olfr599	uberon_0002103:0.375513831796
sap25	uberon_0002103:0.0375513831796
olfr592	uberon_0002103:19.3765137207
olfr593	uberon_0002103:0.375513831796
vipas39	uberon_0002103:0.150205532719
olfr591	uberon_0002103:0.600822130874
olfr596	uberon_0002103:0.375513831796
olfr597	uberon_0002103:0.375513831796
olfr594	uberon_0002103:0.375513831796
atrx	uberon_0002103:2.52170525707
slc25a17	uberon_0002103:0.225308299078
dbx1	uberon_0002103:1.60992952434
clta	uberon_0002103:1.42213784477
afw9	uberon_0002103:1.87756915898
cltc	uberon_0002103:1.8817742475
cltb	uberon_0002103:1.20164426175
afw5	uberon_0002103:1.87756915898
relt	uberon_0002103:0.0375513831796
afw1	uberon_0002103:1.87756915898
accs	uberon_0002103:0.375513831796
del(2hoxd9-hoxd13)8ddu	uberon_0002103:74.0031866939
odf3	uberon_0002103:0.0375513831796
odf2	uberon_0002103:0.874561771179
odf1	uberon_0002103:1.42695256083
slc25a14	uberon_0002103:0.150205532719
ddx26b	uberon_0002103:0.0751027663593
odf4	uberon_0002103:0.0751027663593
agnm1	uberon_0002103:0.976335962671
slc25a13	uberon_0002103:0.0751027663593
srp9	uberon_0002103:1.40397168311
sdcbp	uberon_0002103:0.600822130874
laptm5	uberon_0002103:2.29063437396
slc6a19	uberon_0002103:1.03853158328
slc6a18	uberon_0002103:0.262859682258
ccp110	uberon_0002103:0.654812461595
slc6a13	uberon_0002103:4.80774991142
lpar3	uberon_0002103:0.708344867627
tg(ins2-glud1*h454y)2csta	uberon_0002103:0.150205532719
lpar1	uberon_0002103:0.164406561436
myo7a	uberon_0002103:0.575322853328
card6	uberon_0002103:0.112654149539
xpnpep2	uberon_0002103:0.262859682258
lpar5	uberon_0002103:0.409709088672
galnt14	uberon_0002103:0.563270747695
copa	uberon_0002103:0.0458201570498
galnt12	uberon_0002103:0.563270747695
galnt13	uberon_0002103:0.563270747695
galnt10	uberon_0002103:0.563270747695
cope	uberon_0002103:0.0738145522307
nars2	uberon_0002103:0.976335962671
kat14	uberon_0002103:0.204854544336
galnt18	uberon_0002103:0.262859682258
terb1	uberon_0002103:1.01388734585
prmt10	uberon_0002103:0.0375513831796
gadd45gip1	uberon_0002103:3.34207310299
galc	uberon_0002103:7.49598772093
pigo	uberon_0002103:0.563270747695
rpa2	uberon_0002103:2.51594267304
relb	uberon_0002103:57.4836650569
sh3gl1	uberon_0002103:3.6111386445
sh3gl3	uberon_0002103:11.389022693
spc24	uberon_0002103:4.31840906566
ncf2	uberon_0002103:1.73409986696
ncf1	uberon_0002103:25.2211522104
gm12538	uberon_0002103:0.262859682258
mcin	uberon_0002103:0.0375513831796
ncf4	uberon_0002103:0.0426422376475
fob3	uberon_0002103:1.35184979447
fob2	uberon_0002103:1.35184979447
fob1	uberon_0002103:1.35184979447
2810408m09rik	uberon_0002103:3.51379241886
tgtn(sb-tyr)2161bove	uberon_0002103:0.225308299078
scn11a	uberon_0002103:0.189123235117
srpx	uberon_0002103:0.150205532719
zzef1	uberon_0002103:0.112654149539
cbx1	uberon_0002103:0.0375513831796
cyp2w1	uberon_0002103:0.0751027663593
hcfc1	uberon_0002103:0.109779132783
oplah	uberon_0002103:0.530416451098
gm867	uberon_0002103:0.0375513831796
cnr2	uberon_0002103:0.101859378984
olfr1443	uberon_0002103:19.5642706366
anb	uberon_0002103:0.113365475906
tg(mpz/gjb1-prx*)#brp	uberon_0002103:0.112654149539
tg(fst)4zuk	uberon_0002103:0.0375513831796
prl	uberon_0002103:72.8591254287
prh	uberon_0002103:0.0751027663593
ank	uberon_0002103:151.13274689
mkiaa1394	uberon_0002103:1.50205532719
gm5132	uberon_0002103:0.938784579491
b2b227.2clo	uberon_0002103:0.225308299078
oxct2b	uberon_0002103:2.62112018685
prx	uberon_0002103:28.5016593441
n4bp2	uberon_0002103:0.0375513831796
map2	uberon_0002103:0.219942326641
olfr1440	uberon_0002103:0.375513831796
inmt	uberon_0002103:0.262859682258
smchd1	uberon_0002103:1.01388734585
nop10	uberon_0002103:1.61470947672
cyp2d34	uberon_0002103:0.337962448617
rab11b	uberon_0002103:1.38525543312
vasp	uberon_0002103:3.10183003743
cspg5	uberon_0002103:34.9353575864
gdf7	uberon_0002103:26.780974379
apol9b	uberon_0002103:0.0751027663593
apol9a	uberon_0002103:0.0751027663593
map7	uberon_0002103:0.0108239260946
icos	uberon_0002103:4.55162779663
ptpla	uberon_0002103:0.0751027663593
c1qb	uberon_0002103:0.788579046773
c1qa	uberon_0002103:7.32558210495
ptplb	uberon_0002103:0.187756915898
ren1	uberon_0002103:28.4465671744
rad51ap1	uberon_0002103:2.74125097211
map2k1	uberon_0002103:70.911276656
map2k7	uberon_0002103:9.73827914138
map2k6	uberon_0002103:0.165991261498
map2k5	uberon_0002103:18.3030442656
map2k4	uberon_0002103:19.6802032565
nlrc4	uberon_0002103:3.72198762299
taar3	uberon_0002103:0.0375513831796
rbm39	uberon_0002103:0.863681813132
