Date: 2018.06.26
ZFIN ID	ZFIN Symbol	ZFIN Name	Mouse Symbol	Mouse Name	MGI ID	Gene ID	Evidence	Pub ID	
ZDB-GENE-061016-1	atp2b2	ATPase plasma membrane Ca2+ transporting 2	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	MGI:105368	11941	AA	ZDB-PUB-071009-17
ZDB-GENE-061016-1	atp2b2	ATPase plasma membrane Ca2+ transporting 2	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	MGI:105368	11941	CL	ZDB-PUB-030905-1
ZDB-GENE-061019-1	usp9	ubiquitin specific peptidase 9	Usp9x	ubiquitin specific peptidase 9, X chromosome	MGI:894681	22284	AA	ZDB-PUB-070907-1
ZDB-GENE-061019-1	usp9	ubiquitin specific peptidase 9	Usp9x	ubiquitin specific peptidase 9, X chromosome	MGI:894681	22284	AA	ZDB-PUB-140513-176
ZDB-GENE-061019-1	usp9	ubiquitin specific peptidase 9	Usp9y	ubiquitin specific peptidase 9, Y chromosome	MGI:1313274	107868	AA	ZDB-PUB-030905-1
ZDB-GENE-061019-1	usp9	ubiquitin specific peptidase 9	Usp9y	ubiquitin specific peptidase 9, Y chromosome	MGI:1313274	107868	CL	ZDB-PUB-030905-1
ZDB-GENE-061019-3	cdh7a	cadherin 7a	Cdh7	cadherin 7, type 2	MGI:2442792	241201	AA	ZDB-PUB-060616-54
ZDB-GENE-061019-3	cdh7a	cadherin 7a	Cdh7	cadherin 7, type 2	MGI:2442792	241201	CL	ZDB-PUB-030905-1
ZDB-GENE-061020-1	isoc1	isochorismatase domain containing 1	Isoc1	isochorismatase domain containing 1	MGI:1913557	66307	AA	ZDB-PUB-030905-1
ZDB-GENE-061020-1	isoc1	isochorismatase domain containing 1	Isoc1	isochorismatase domain containing 1	MGI:1913557	66307	CL	ZDB-PUB-030905-1
ZDB-GENE-061025-1	ap1b1	adaptor related protein complex 1 subunit beta 1	Ap1b1	adaptor protein complex AP-1, beta 1 subunit	MGI:1096368	11764	AA	ZDB-PUB-030905-1
ZDB-GENE-061025-1	ap1b1	adaptor related protein complex 1 subunit beta 1	Ap1b1	adaptor protein complex AP-1, beta 1 subunit	MGI:1096368	11764	CL	ZDB-PUB-030905-1
ZDB-GENE-061026-2	rspry1	ring finger and SPRY domain containing 1	Rspry1	ring finger and SPRY domain containing 1	MGI:1914860	67610	AA	ZDB-PUB-030905-1
ZDB-GENE-061026-2	rspry1	ring finger and SPRY domain containing 1	Rspry1	ring finger and SPRY domain containing 1	MGI:1914860	67610	CL	ZDB-PUB-030905-1
ZDB-GENE-061026-3	nyx	nyctalopin	Nyx	nyctalopin	MGI:2448607	236690	AA	ZDB-PUB-030905-1
ZDB-GENE-061026-3	nyx	nyctalopin	Nyx	nyctalopin	MGI:2448607	236690	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-102	desmb	desmin b	Des	desmin	MGI:94885	13346	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-102	desmb	desmin b	Des	desmin	MGI:94885	13346	AA	ZDB-PUB-170214-172
ZDB-GENE-061027-102	desmb	desmin b	Des	desmin	MGI:94885	13346	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-130	kif6	kinesin family member 6	Kif6	kinesin family member 6	MGI:1098238	319991	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-130	kif6	kinesin family member 6	Kif6	kinesin family member 6	MGI:1098238	319991	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-176	tma7	translation machinery associated 7 homolog	Tma7	translational machinery associated 7	MGI:1913417	66167	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-176	tma7	translation machinery associated 7 homolog	Tma7	translational machinery associated 7	MGI:1913417	66167	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-183	mrpl21	mitochondrial ribosomal protein L21	Mrpl21	mitochondrial ribosomal protein L21	MGI:2660674	353242	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-190	ppm1h	protein phosphatase, Mg2+/Mn2+ dependent, 1H	Ppm1h	protein phosphatase 1H (PP2C domain containing)	MGI:2442087	319468	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-190	ppm1h	protein phosphatase, Mg2+/Mn2+ dependent, 1H	Ppm1h	protein phosphatase 1H (PP2C domain containing)	MGI:2442087	319468	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-225	crtc1a	CREB regulated transcription coactivator 1a	Crtc1	CREB regulated transcription coactivator 1	MGI:2142523	382056	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-225	crtc1a	CREB regulated transcription coactivator 1a	Crtc1	CREB regulated transcription coactivator 1	MGI:2142523	382056	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-239	mettl7a	methyltransferase like 7A	Mettl7a1	methyltransferase like 7A1	MGI:1916523	70152	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-239	mettl7a	methyltransferase like 7A	Mettl7a1	methyltransferase like 7A1	MGI:1916523	70152	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-337	spa17	sperm autoantigenic protein 17	Spa17	sperm autoantigenic protein 17	MGI:1333778	20686	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-337	spa17	sperm autoantigenic protein 17	Spa17	sperm autoantigenic protein 17	MGI:1333778	20686	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-344	cuedc1a	CUE domain containing 1a	Cuedc1	CUE domain containing 1	MGI:2144281	103841	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-344	cuedc1a	CUE domain containing 1a	Cuedc1	CUE domain containing 1	MGI:2144281	103841	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-351	fam78aa	family with sequence similarity 78, member Aa	Fam78a	family with sequence similarity 78, member A	MGI:2443569	241303	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-351	fam78aa	family with sequence similarity 78, member Aa	Fam78a	family with sequence similarity 78, member A	MGI:2443569	241303	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-372	peli1b	pellino E3 ubiquitin protein ligase 1b	Peli1	pellino 1	MGI:1914495	67245	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-372	peli1b	pellino E3 ubiquitin protein ligase 1b	Peli1	pellino 1	MGI:1914495	67245	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-379	znf76	zinc finger protein 76	Zfp523	zinc finger protein 523	MGI:2687278	224656	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-379	znf76	zinc finger protein 76	Zfp523	zinc finger protein 523	MGI:2687278	224656	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-39	larp4b	La ribonucleoprotein domain family, member 4B	Larp4b	La ribonucleoprotein domain family, member 4B	MGI:106330	217980	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-39	larp4b	La ribonucleoprotein domain family, member 4B	Larp4b	La ribonucleoprotein domain family, member 4B	MGI:106330	217980	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-46	gabpb1	GA binding protein transcription factor subunit beta 1	Gabpb1	GA repeat binding protein, beta 1	MGI:95611	14391	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-46	gabpb1	GA binding protein transcription factor subunit beta 1	Gabpb1	GA repeat binding protein, beta 1	MGI:95611	14391	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-53	rab3gap1	RAB3 GTPase activating protein subunit 1	Rab3gap1	RAB3 GTPase activating protein subunit 1	MGI:2445001	226407	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-60	atp2b4	ATPase plasma membrane Ca2+ transporting 4	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4	MGI:88111	381290	AA	ZDB-PUB-071009-17
ZDB-GENE-061027-67	mylipb	myosin regulatory light chain interacting protein b	Mylip	myosin regulatory light chain interacting protein	MGI:2388271	218203	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-67	mylipb	myosin regulatory light chain interacting protein b	Mylip	myosin regulatory light chain interacting protein	MGI:2388271	218203	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-74	abhd2b	abhydrolase domain containing 2b	Abhd2	abhydrolase domain containing 2	MGI:1914344	54608	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-74	abhd2b	abhydrolase domain containing 2b	Abhd2	abhydrolase domain containing 2	MGI:1914344	54608	CL	ZDB-PUB-030905-1
ZDB-GENE-061027-88	armc8	armadillo repeat containing 8	Armc8	armadillo repeat containing 8	MGI:1921375	74125	AA	ZDB-PUB-030905-1
ZDB-GENE-061027-88	armc8	armadillo repeat containing 8	Armc8	armadillo repeat containing 8	MGI:1921375	74125	CL	ZDB-PUB-030905-1
ZDB-GENE-061031-4	il17d	interleukin 17d	Il17d	interleukin 17D	MGI:2446510	239114	AA	ZDB-PUB-060517-4
ZDB-GENE-061031-4	il17d	interleukin 17d	Il17d	interleukin 17D	MGI:2446510	239114	AA	ZDB-PUB-090914-10
ZDB-GENE-061031-4	il17d	interleukin 17d	Il17d	interleukin 17D	MGI:2446510	239114	CL	ZDB-PUB-030905-1
ZDB-GENE-061031-5	il17c	interleukin 17c	Il17c	interleukin 17C	MGI:2446486	234836	AA	ZDB-PUB-090914-10
ZDB-GENE-061103-1	sfrp1b	secreted frizzled-related protein 1b	Sfrp1	secreted frizzled-related protein 1	MGI:892014	20377	AA	ZDB-PUB-060313-6
ZDB-GENE-061103-1	sfrp1b	secreted frizzled-related protein 1b	Sfrp1	secreted frizzled-related protein 1	MGI:892014	20377	AA	ZDB-PUB-060323-26
ZDB-GENE-061103-1	sfrp1b	secreted frizzled-related protein 1b	Sfrp1	secreted frizzled-related protein 1	MGI:892014	20377	AA	ZDB-PUB-060724-25
ZDB-GENE-061103-1	sfrp1b	secreted frizzled-related protein 1b	Sfrp1	secreted frizzled-related protein 1	MGI:892014	20377	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-118	ppm1la	protein phosphatase, Mg2+/Mn2+ dependent, 1La	Ppm1l	protein phosphatase 1 (formerly 2C)-like	MGI:2139740	242083	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-118	ppm1la	protein phosphatase, Mg2+/Mn2+ dependent, 1La	Ppm1l	protein phosphatase 1 (formerly 2C)-like	MGI:2139740	242083	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-124	commd8	COMM domain containing 8	Commd8	COMM domain containing 8	MGI:1343485	27784	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-124	commd8	COMM domain containing 8	Commd8	COMM domain containing 8	MGI:1343485	27784	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-130	gpr107	G protein-coupled receptor 107	Gpr107	G protein-coupled receptor 107	MGI:2139054	277463	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-130	gpr107	G protein-coupled receptor 107	Gpr107	G protein-coupled receptor 107	MGI:2139054	277463	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-142	asphd2	aspartate beta-hydroxylase domain containing 2	Asphd2	aspartate beta-hydroxylase domain containing 2	MGI:1920148	72898	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-142	asphd2	aspartate beta-hydroxylase domain containing 2	Asphd2	aspartate beta-hydroxylase domain containing 2	MGI:1920148	72898	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-160	scg2b	secretogranin II (chromogranin C), b	Scg2	secretogranin II	MGI:103033	20254	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-160	scg2b	secretogranin II (chromogranin C), b	Scg2	secretogranin II	MGI:103033	20254	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-166	atf6b	activating transcription factor 6 beta	Atf6b	activating transcription factor 6 beta	MGI:105121	12915	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-166	atf6b	activating transcription factor 6 beta	Atf6b	activating transcription factor 6 beta	MGI:105121	12915	PT	ZDB-PUB-160925-2
ZDB-GENE-061103-184	tuft1a	tuftelin 1a	Tuft1	tuftelin 1	MGI:109572	22156	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-184	tuft1a	tuftelin 1a	Tuft1	tuftelin 1	MGI:109572	22156	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-190	inavab	innate immunity activator b	Inava	innate immunity activator	MGI:1921579	67313	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-190	inavab	innate immunity activator b	Inava	innate immunity activator	MGI:1921579	67313	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-196	clcn7	chloride channel 7	Clcn7	chloride channel, voltage-sensitive 7	MGI:1347048	26373	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-196	clcn7	chloride channel 7	Clcn7	chloride channel, voltage-sensitive 7	MGI:1347048	26373	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-202	tpcn2	two pore segment channel 2	Tpcn2	two pore segment channel 2	MGI:2385297	233979	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-208	zfyve28	zinc finger, FYVE domain containing 28	Zfyve28	zinc finger, FYVE domain containing 28	MGI:2684992	231125	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-208	zfyve28	zinc finger, FYVE domain containing 28	Zfyve28	zinc finger, FYVE domain containing 28	MGI:2684992	231125	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-214	capn5a	calpain 5a	Capn5	calpain 5	MGI:1100859	12337	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-214	capn5a	calpain 5a	Capn5	calpain 5	MGI:1100859	12337	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-253	rfx3	regulatory factor X, 3 (influences HLA class II expression)	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	MGI:106582	19726	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-253	rfx3	regulatory factor X, 3 (influences HLA class II expression)	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	MGI:106582	19726	AA	ZDB-PUB-100105-31
ZDB-GENE-061103-253	rfx3	regulatory factor X, 3 (influences HLA class II expression)	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	MGI:106582	19726	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-271	ctc1	CTS telomere maintenance complex component 1	Ctc1	CTS telomere maintenance complex component 1	MGI:1916214	68964	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-277	spoplb	speckle-type POZ protein-like b	Spopl	speckle-type POZ protein-like	MGI:1924107	76857	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-277	spoplb	speckle-type POZ protein-like b	Spopl	speckle-type POZ protein-like	MGI:1924107	76857	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-295	sgms1	sphingomyelin synthase 1	Sgms1	sphingomyelin synthase 1	MGI:2444110	208449	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-295	sgms1	sphingomyelin synthase 1	Sgms1	sphingomyelin synthase 1	MGI:2444110	208449	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-307	amotl2b	angiomotin like 2b	Amotl2	angiomotin-like 2	MGI:1929286	56332	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-307	amotl2b	angiomotin like 2b	Amotl2	angiomotin-like 2	MGI:1929286	56332	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-319	pgghg	protein-glucosylgalactosylhydroxylysine glucosidase	Pgghg	protein glucosylgalactosylhydroxylysine glucosidase	MGI:2444047	212974	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-319	pgghg	protein-glucosylgalactosylhydroxylysine glucosidase	Pgghg	protein glucosylgalactosylhydroxylysine glucosidase	MGI:2444047	212974	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-343	agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	MGI:3580016	216439	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-343	agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	MGI:3580016	216439	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-349	drc3	dynein regulatory complex subunit 3	Drc3	dynein regulatory complex subunit 3	MGI:1921915	74665	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-349	drc3	dynein regulatory complex subunit 3	Drc3	dynein regulatory complex subunit 3	MGI:1921915	74665	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-355	znf185	zinc finger protein 185 with LIM domain	Zfp185	zinc finger protein 185	MGI:108095	22673	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-355	znf185	zinc finger protein 185 with LIM domain	Zfp185	zinc finger protein 185	MGI:108095	22673	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-379	zgc:153521	zgc:153521	1700066M21Rik	RIKEN cDNA 1700066M21 gene	MGI:1920717	73467	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-379	zgc:153521	zgc:153521	1700066M21Rik	RIKEN cDNA 1700066M21 gene	MGI:1920717	73467	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-385	phkg1a	phosphorylase kinase, gamma 1a (muscle)	Phkg1	phosphorylase kinase gamma 1	MGI:97579	18682	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-385	phkg1a	phosphorylase kinase, gamma 1a (muscle)	Phkg1	phosphorylase kinase gamma 1	MGI:97579	18682	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-403	erbin	erbb2 interacting protein	Erbin	Erbb2 interacting protein	MGI:1890169	59079	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-403	erbin	erbb2 interacting protein	Erbin	Erbb2 interacting protein	MGI:1890169	59079	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-409	mtus1a	microtubule associated tumor suppressor 1a	Mtus1	mitochondrial tumor suppressor 1	MGI:2142572	102103	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-409	mtus1a	microtubule associated tumor suppressor 1a	Mtus1	mitochondrial tumor suppressor 1	MGI:2142572	102103	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-415	dalrd3	DALR anticodon binding domain containing 3	Dalrd3	DALR anticodon binding domain containing 3	MGI:1915039	67789	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-415	dalrd3	DALR anticodon binding domain containing 3	Dalrd3	DALR anticodon binding domain containing 3	MGI:1915039	67789	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-421	adpgk	ADP-dependent glucokinase	Adpgk	ADP-dependent glucokinase	MGI:1919391	72141	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-421	adpgk	ADP-dependent glucokinase	Adpgk	ADP-dependent glucokinase	MGI:1919391	72141	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-433	nadkb	NAD kinase b	Nadk	NAD kinase	MGI:2183149	192185	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-451	n4bp2	NEDD4 binding protein 2	N4bp2	NEDD4 binding protein 2	MGI:2684414	333789	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-451	n4bp2	NEDD4 binding protein 2	N4bp2	NEDD4 binding protein 2	MGI:2684414	333789	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-457	cluha	clustered mitochondria (cluA/CLU1) homolog a	Cluh	clustered mitochondria (cluA/CLU1) homolog	MGI:1921398	74148	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-457	cluha	clustered mitochondria (cluA/CLU1) homolog a	Cluh	clustered mitochondria (cluA/CLU1) homolog	MGI:1921398	74148	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-46	znhit2	zinc finger, HIT-type containing 2	Znhit2	zinc finger, HIT domain containing 2	MGI:1352481	29805	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-46	znhit2	zinc finger, HIT-type containing 2	Znhit2	zinc finger, HIT domain containing 2	MGI:1352481	29805	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-481	tmem51a	transmembrane protein 51a	Tmem51	transmembrane protein 51	MGI:2384874	214359	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-481	tmem51a	transmembrane protein 51a	Tmem51	transmembrane protein 51	MGI:2384874	214359	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-493	csk	C-terminal Src kinase	Csk	c-src tyrosine kinase	MGI:88537	12988	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-493	csk	C-terminal Src kinase	Csk	c-src tyrosine kinase	MGI:88537	12988	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-505	rad21l1	RAD21 cohesin complex component like 1	Rad21l	RAD21-like (S. pombe)	MGI:3652039	668929	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-505	rad21l1	RAD21 cohesin complex component like 1	Rad21l	RAD21-like (S. pombe)	MGI:3652039	668929	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-511	neu3.3	sialidase 3 (membrane sialidase), tandem duplicate 3	Neu3	neuraminidase 3	MGI:1355305	50877	AA	ZDB-PUB-121012-23
ZDB-GENE-061103-52	mtmr10	myotubularin related protein 10	Mtmr10	myotubularin related protein 10	MGI:2142292	233315	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-52	mtmr10	myotubularin related protein 10	Mtmr10	myotubularin related protein 10	MGI:2142292	233315	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-523	telo2	TEL2, telomere maintenance 2, homolog (S. cerevisiae)	Telo2	telomere maintenance 2	MGI:1918968	71718	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-523	telo2	TEL2, telomere maintenance 2, homolog (S. cerevisiae)	Telo2	telomere maintenance 2	MGI:1918968	71718	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-529	dnajc1	DnaJ (Hsp40) homolog, subfamily C, member 1	Dnajc1	DnaJ heat shock protein family (Hsp40) member C1	MGI:103268	13418	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-529	dnajc1	DnaJ (Hsp40) homolog, subfamily C, member 1	Dnajc1	DnaJ heat shock protein family (Hsp40) member C1	MGI:103268	13418	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-547	znf362a	zinc finger protein 362a	Zfp362	zinc finger protein 362	MGI:2652839	230761	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-547	znf362a	zinc finger protein 362a	Zfp362	zinc finger protein 362	MGI:2652839	230761	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-589	mgat1b	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase b	Mgat1	mannoside acetylglucosaminyltransferase 1	MGI:96973	17308	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-595	slc35a4	solute carrier family 35, member A4	Slc35a4	solute carrier family 35, member A4	MGI:1915093	67843	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-595	slc35a4	solute carrier family 35, member A4	Slc35a4	solute carrier family 35, member A4	MGI:1915093	67843	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-601	cyp4v8	cytochrome P450, family 4, subfamily V, polypeptide 8	Cyp4v3	cytochrome P450, family 4, subfamily v, polypeptide 3	MGI:2142763	102294	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-601	cyp4v8	cytochrome P450, family 4, subfamily V, polypeptide 8	Cyp4v3	cytochrome P450, family 4, subfamily v, polypeptide 3	MGI:2142763	102294	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-607	ppp1r26	protein phosphatase 1, regulatory subunit 26	Ppp1r26	protein phosphatase 1, regulatory subunit 26	MGI:2685193	241289	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-607	ppp1r26	protein phosphatase 1, regulatory subunit 26	Ppp1r26	protein phosphatase 1, regulatory subunit 26	MGI:2685193	241289	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-613	st14b	suppression of tumorigenicity 14 (colon carcinoma) b	St14	suppression of tumorigenicity 14 (colon carcinoma)	MGI:1338881	19143	AA	ZDB-PUB-110613-35
ZDB-GENE-061103-613	st14b	suppression of tumorigenicity 14 (colon carcinoma) b	St14	suppression of tumorigenicity 14 (colon carcinoma)	MGI:1338881	19143	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-619	uggt1	UDP-glucose glycoprotein glucosyltransferase 1	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1	MGI:2443162	320011	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-619	uggt1	UDP-glucose glycoprotein glucosyltransferase 1	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1	MGI:2443162	320011	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-631	tmprss4a	transmembrane serine protease 4a	Tmprss4	transmembrane protease, serine 4	MGI:2384877	214523	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-631	tmprss4a	transmembrane serine protease 4a	Tmprss4	transmembrane protease, serine 4	MGI:2384877	214523	AA	ZDB-PUB-110613-35
ZDB-GENE-061103-631	tmprss4a	transmembrane serine protease 4a	Tmprss4	transmembrane protease, serine 4	MGI:2384877	214523	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-631	tmprss4a	transmembrane serine protease 4a	Tmprss4	transmembrane protease, serine 4	MGI:2384877	214523	CL	ZDB-PUB-120830-25
ZDB-GENE-061103-64	gfod2	glucose-fructose oxidoreductase domain containing 2	Gfod2	glucose-fructose oxidoreductase domain containing 2	MGI:1917825	70575	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-64	gfod2	glucose-fructose oxidoreductase domain containing 2	Gfod2	glucose-fructose oxidoreductase domain containing 2	MGI:1917825	70575	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-70	fbxo11a	F-box protein 11a	Fbxo11	F-box protein 11	MGI:2147134	225055	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-70	fbxo11a	F-box protein 11a	Fbxo11	F-box protein 11	MGI:2147134	225055	CL	ZDB-PUB-030905-1
ZDB-GENE-061103-82	klf11b	Kruppel-like factor 11b	Klf11	Kruppel-like factor 11	MGI:2653368	194655	AA	ZDB-PUB-070614-32
ZDB-GENE-061103-82	klf11b	Kruppel-like factor 11b	Klf11	Kruppel-like factor 11	MGI:2653368	194655	PT	ZDB-PUB-161230-1
ZDB-GENE-061103-94	ggact.1	gamma-glutamylamine cyclotransferase, tandem duplicate 1	Ggact	gamma-glutamylamine cyclotransferase	MGI:2385008	223267	AA	ZDB-PUB-030905-1
ZDB-GENE-061103-94	ggact.1	gamma-glutamylamine cyclotransferase, tandem duplicate 1	Ggact	gamma-glutamylamine cyclotransferase	MGI:2385008	223267	CL	ZDB-PUB-030905-1
ZDB-GENE-061106-2	kcnh5a	potassium voltage-gated channel, subfamily H (eag-related), member 5a	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	MGI:3584508	238271	AA	ZDB-PUB-030905-1
ZDB-GENE-061106-2	kcnh5a	potassium voltage-gated channel, subfamily H (eag-related), member 5a	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	MGI:3584508	238271	AA	ZDB-PUB-120830-39
ZDB-GENE-061106-2	kcnh5a	potassium voltage-gated channel, subfamily H (eag-related), member 5a	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	MGI:3584508	238271	CL	ZDB-PUB-030905-1
ZDB-GENE-061106-5	tbc1d32	TBC1 domain family, member 32	Tbc1d32	TBC1 domain family, member 32	MGI:2442827	544696	AA	ZDB-PUB-100223-34
ZDB-GENE-061106-5	tbc1d32	TBC1 domain family, member 32	Tbc1d32	TBC1 domain family, member 32	MGI:2442827	544696	CL	ZDB-PUB-030905-1
ZDB-GENE-061108-1	fto	fat mass and obesity associated	Fto	fat mass and obesity associated	MGI:1347093	26383	AA	ZDB-PUB-030905-1
ZDB-GENE-061108-1	fto	fat mass and obesity associated	Fto	fat mass and obesity associated	MGI:1347093	26383	AA	ZDB-PUB-140224-40
ZDB-GENE-061108-1	fto	fat mass and obesity associated	Fto	fat mass and obesity associated	MGI:1347093	26383	CL	ZDB-PUB-030905-1
